epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1727527380340,2024-09-28T15.43.00.340,0.000,0.463,0.177,0.999
1727527380350,2024-09-28T15.43.00.350,0.010,0.474,0.179,0.992
1727527380360,2024-09-28T15.43.00.360,0.020,0.480,0.184,0.961
1727527380370,2024-09-28T15.43.00.370,0.030,0.498,0.198,0.935
1727527380380,2024-09-28T15.43.00.380,0.040,0.551,0.219,0.902
1727527380390,2024-09-28T15.43.00.390,0.050,0.564,0.230,0.868
1727527380400,2024-09-28T15.43.00.400,0.060,0.514,0.209,0.852
1727527380410,2024-09-28T15.43.00.410,0.070,0.455,0.170,0.854
1727527380420,2024-09-28T15.43.00.420,0.080,0.430,0.136,0.852
1727527380430,2024-09-28T15.43.00.430,0.090,0.396,0.109,0.852
1727527380440,2024-09-28T15.43.00.440,0.100,0.310,0.079,0.848
1727527380450,2024-09-28T15.43.00.450,0.110,0.236,0.046,0.829
1727527380460,2024-09-28T15.43.00.460,0.120,0.197,0.027,0.799
1727527380470,2024-09-28T15.43.00.470,0.130,0.188,0.018,0.772
1727527380480,2024-09-28T15.43.00.480,0.140,0.195,0.008,0.744
1727527380490,2024-09-28T15.43.00.490,0.150,0.199,-0.010,0.734
1727527380500,2024-09-28T15.43.00.500,0.160,0.199,-0.012,0.740
1727527380510,2024-09-28T15.43.00.510,0.170,0.198,-0.001,0.760
1727527380520,2024-09-28T15.43.00.520,0.180,0.205,0.011,0.792
1727527380530,2024-09-28T15.43.00.530,0.190,0.196,0.021,0.832
1727527380540,2024-09-28T15.43.00.540,0.200,0.151,0.018,0.865
1727527380550,2024-09-28T15.43.00.550,0.210,0.124,0.021,0.889
1727527380560,2024-09-28T15.43.00.560,0.220,0.121,0.028,0.897
1727527380570,2024-09-28T15.43.00.570,0.230,0.084,0.040,0.891
1727527380580,2024-09-28T15.43.00.580,0.240,0.059,0.036,0.884
1727527380590,2024-09-28T15.43.00.590,0.250,0.092,0.032,0.897
1727527380600,2024-09-28T15.43.00.600,0.260,0.124,0.025,0.946
